user_input,reference_contexts,reference,country_id
집주인이 계약서에 아이 낳으면 안 된다는 조항을 넣을 수 있나요?,"[""§ 237. Discrimination in leases with respect to bearing of children. Any person, firm or corporation owning or having in charge any apartment house, tenement house or other building or mobile home park used for dwelling purposes who shall, in any lease of any or part of any such building or mobile home park, have a clause therein providing that during the term thereof the tenants shall remain childless or shall not bear children, shall be guilty of a violation.""]",임대 계약서에 임차인이 아이를 낳지 않아야 한다거나 무자녀를 유지해야 한다는 조항을 넣는 행위는 법 위반입니다.,3
정부 돈 받으려고 가짜 서류 들고 다니면 어떻게 돼요?,"[""Whoever, knowingly and with intent to defraud the United States, or any agency thereof, possesses any false, altered, forged, or counterfeited writing or document for the purpose of enabling another to obtain from the United States, or from any agency, officer or agent thereof, any sum of money, shall be fined under this title or imprisoned not more than five years, or both. (June 25, 1948, ch. 645, 62 Stat. 749 ; Pub. L. 103–322, title XXXIII, § 330016(1)(L) , Sept. 13, 1994 , 108 Stat. 2147 .)""]","연방 정부를 속여 타인이 금전적 이득을 취하도록 할 목적으로 위조·변조된 서류를 고의로 소지하면, 5년 이하의 징역이나 벌금, 또는 두 가지 모두에 처해질 수 있습니다.",3
초보 운전자는 술을 조금만 마셔도 운전하면 안 되나요?,"[""Novice drivers (1) It is a condition of the driver’s licence of every novice driver that his or her blood alcohol concentration level be zero while he or she is driving a motor vehicle on a highway. Young drivers (2) It is a condition of the driver’s licence of every young driver that his or her blood alcohol concentration level be zero while he or she is driving a motor vehicle on a highway. Penalty, novice drivers (3) Every novice driver who contravenes the condition of his or her driver’s licence imposed under subsection (1) is guilty of an offence and on conviction is liable to a fine of not less than $60 and not more than $500. Same (4) If a novice driver is convicted of an offence under subsection (3), the Registrar may suspend, cancel or change his or her driver’s licence in accordance with the regulations. Same, young drivers (5) Every young driver who contravenes the condition of his or her driver’s licence imposed under subsection (2) is guilty of an offence and on conviction is liable to a fine of not less than $60 and not more than $500 and his or her driver’s licence is thereupon suspended for 30 days. Intent of suspension (6) The suspension of a licence under this section is intended to ensure that novice drivers and young drivers acquire experience and develop or improve safe driving skills in controlled conditions and to safeguard the licensee and the public and does not constitute an alternative to any proceeding or penalty arising from the same circumstances or around the same time. Regulations (7) The Lieutenant Governor in Council may make regulations governing the suspension or cancellation of drivers’ licences of novice drivers or the change in respect of their class for the purpose of subsection (4). Age of drivers (7.1) Any distinction described in this section based upon the age of a person applies despite the Human Rights Code . Definitions (8) In this section, “driver” includes a person who has care or control of a motor vehicle; (“conducteur”) “driver’s licence” includes a motorized snow vehicle operator’s licence and a driver’s licence issued by any other jurisdiction; (“permis de conduire”) “motor vehicle” includes a motorized snow vehicle; (“véhicule automobile”) “novice driver” has the meaning prescribed by the regulations made under section 57.1; (“conducteur débutant”) “young driver” means a driver who is under 22 years old. (“jeune conducteur”) Condition on licence prohibiting presence of a drug""]",초보 운전자와 청소년 운전자는 운전 중 혈중 알코올 농도가 반드시 0이어야 합니다. 이를 위반하면 법 위반으로 처벌받으며 벌금이 부과될 수 있습니다.,5
캐나다 떠나기 전에 세금을 미리 내야 할 수도 있나요?,"[""Person leaving Canada or defaulting (1) If the Minister suspects that a person has left or is about to leave Canada, the Minister may, before the day otherwise fixed for payment, by notice to the person served personally or sent by registered or certified mail addressed to their last known address, demand payment of any amount for which the person is liable under this Act or would be so liable if the time for payment had arrived, and the amount shall be paid without delay despite any other provision of this Act. Seizure (2) If a person fails to pay an amount required under subsection (1), the Minister may direct that things of the person be seized, and subsections 293(2) to (4) apply, with any modifications that the circumstances require.""]",출국이 예상되는 경우 장관은 납부 기한 전이라도 즉시 납부를 요구할 수 있습니다. 납부하지 않을 경우 재산이 압류될 수 있습니다.,5
휴가 중에 갑자기 아프면 병가로 바꿀 수 있어요?,"[""Interruption (1) An employee may interrupt a vacation granted to them under this Division in order to permit them to take a leave of absence under Division VII or VIII or section 247.5 or to be absent due to a reason referred to in subsection 239(1) or 239.1(1). Application of section 209.1 (2) If an employee interrupts a vacation to take leave under any of sections 205.1, 206, 206.1 and 206.3 to 206.9 and resumes the vacation immediately at the end of that leave, section 209.1 applies to them as if they did not resume the vacation before returning to work. Application of section 210.2 (2.1) If an employee interrupts a vacation to take leave under Division VIII and resumes the vacation immediately at the end of that leave, section 210.2 applies to them as if they did not resume the vacation before returning to work. Application of subsection 239(7) (3) If an employee interrupts a vacation to be absent due to a reason referred to in subsection 239(1) and resumes the vacation immediately at the end of that leave, subsection 239(7) applies to them as if they did not resume the vacation before returning to work. (3.1) [Repealed, 2021, c. 26, s. 20] Application of subsections 239.1(3) and (4) (4) If an employee interrupts a vacation to be absent due to a reason referred to in subsection 239.1(1) and resumes the vacation immediately at the end of that leave, subsections 239.1(3) and (4) apply to them as if they did not resume the vacation before returning to work. Application of sections 247.93 to 247.95 (5) If an employee interrupts a vacation to take leave under section 247.5 and resumes the vacation immediately at the end of that leave, sections 247.93 to 247.95 apply to that employee as if they did not resume the vacation before returning to work. Notice to employer — interruption of vacation (6) An employee who intends to interrupt their vacation shall provide the employer with written notice of the interruption before or as soon as possible after the interruption begins. Notice to employer — resumption of vacation (7) An employee who interrupts their vacation and who intends to resume it immediately after the interruption ends shall provide the employer with written notice of the day on which they resume their vacation before or as soon as possible after that day. 2017, c. 33, s. 202 2018, c. 27, s. 455 2018, c. 27, s. 533 2020, c. 5, s. 37 2020, c. 12, s. 4.1 2021, c. 23, s. 340 2021, c. 23, s. 345 2021, c. 26, s. 20 2021, c. 26, s. 26 2024, c. 15, s. 197""]",법에서 정한 휴직 사유가 발생한 경우 휴가를 중단하고 해당 법정 휴직으로 전환할 수 있습니다.,5
소송 걸어놓고 재판 날짜를 오래 안 잡으면 어떻게 돼요?,"[""Dismissal of Action for Delay (1) Unless the court orders otherwise, the registrar shall dismiss an action for delay in either of the following circumstances, subject to subrules (4) to (8): 1. The action has not been set down for trial or terminated by any means by the fifth anniversary of the commencement of the action. 2. The action was struck off a trial list and has not been restored to a trial list or otherwise terminated by any means by the second anniversary of being struck off. ; Exceptions (1.1) Subrule (1) does not apply to, (a) actions placed on the Commercial List established by practice direction in the Toronto Region; and (b) actions under the Class Proceedings Act, 1992 . Form of Order, Electronic Issuance (1.2) An order made under subrule (1) shall be in Form 48D. ; Order to be Served (2) The registrar shall serve an order made under subrule (1) on the parties. ; Order to Client (3) A lawyer who is served with an order made under subrule (1) shall promptly give a copy of the order to his or her client. Timetable (4) Subrule (1) does not apply if, at least 30 days before the expiry of the applicable period referred to in that subrule, a party files the following documents: 1. A timetable, signed by all the parties, that, i. identifies the steps to be completed before the action may be set down for trial or restored to a trial list, as the case may be, ii. shows the date or dates by which the steps will be completed, and iii. shows a date, which shall be no more than two years after the day the applicable period referred to in subrule (1) expires, before which the action shall be set down for trial or restored to a trial list. 2. A draft order establishing the timetable. Status Hearing (5) If the parties do not consent to a timetable under subrule (4), any party may, before the expiry of the applicable period referred to in subrule (1), bring a motion for a status hearing. (6) For the purposes of subrule (5), the hearing of the motion shall be convened as a status hearing. (7) At a status hearing, the plaintiff shall show cause why the action should not be dismissed for delay, and the court may, (a) dismiss the action for delay; or (b) if the court is satisfied that the action should proceed, (i) set deadlines for the completion of the remaining steps necessary to have the action set down for trial or restored to a trial list, as the case may be, and order that it be set down for trial or restored to a trial list within a specified time, (ii) adjourn the status hearing on such terms as are just, (iii) if Rule 77 may apply to the action, assign the action for case management under that Rule, subject to the direction of the regional senior judge, or (iv) make such other order as is just. Party Under Disability (8) Subrule (1) does not apply if, at the time the registrar would otherwise be required under that subrule to dismiss an action for delay, the plaintiff is under a disability. Effect of Dismissal (9) Rules 24.03 to 24.05 (effect of dismissal for delay), other than subrule 24.04 (1.1), apply to an action dismissed under subrule (1). ; Setting Aside (10) The dismissal of an action under subrule (1) may be set aside under rule 37.14. (11)-(13) Revoked :""]",소송 제기일로부터 5년 이내에 재판 일정을 잡지 않으면 법원이 해당 소송을 각하할 수 있습니다.,5
집 살 때 모기지 보험료를 내는데 금융기관이 뭘 알려줘야 해요?,"[""5 Every institution that charges borrowers an amount for mortgage insurance must disclose (a) the coverage provided by the mortgage insurance, including which party is protected by the mortgage insurance and which party pays for it; (b) the manner in which the amount that the institution is being charged by the insurer for the mortgage insurance is calculated; and (c) any other information in respect of the mortgage insurance that could reasonably be expected to have an impact on the borrower.""]","모기지 보험을 취급하는 금융기관은 보험의 적용 범위, 보험료 산정 방식, 그리고 차입자에게 영향을 줄 수 있는 기타 정보를 의무적으로 공개해야 합니다.",5
건강 문제가 있으면 입국이 거부될 수 있나요?,"[""Public health 31 Before opining whether a foreign national’s health condition is likely to be a danger to public health, an officer who is assessing the foreign national’s health condition shall consider (a) any report made by a health practitioner or medical laboratory with respect to the foreign national; (b) the communicability of any disease that the foreign national is affected by or carries; and (c) the impact that the disease could have on other persons living in Canada. SOR/2022-39, s. 3""]","담당 공무원은 의료 전문가 보고서, 질병의 전염 가능성, 현지 주민에 대한 영향 등을 종합적으로 고려합니다. 공중보건에 위험이 된다고 판단되면 입국이 거부될 수 있습니다.",5
음주운전으로 운전 금지 통지 받으면 얼마나 운전 못 해요?,"[""Effect of notice of driving prohibition 1 If a person is served with a notice of driving prohibition under section 94.1, the person is prohibited from driving a motor vehicle for a period of 90 days. 2 In the case of a driving prohibition resulting from the circumstances described in section 94.1 (1) (a) by reason of an analysis of the breath of a person or the circumstances described in section 94.1 (1) (b), the driving prohibition a takes effect immediately on service of the notice of driving prohibition, and b unless revoked under this Act, continues in effect until the end of the last day of the driving prohibition as calculated in accordance with subsection (4). 3 In the case of a driving prohibition resulting from the circumstances described in section 94.1 (1) (a) by reason of an analysis of the blood of a person or the circumstances described in section 94.1 (1) (a.1), (a.2) or (a.3), a if the person is served with the notice of driving prohibition under section 94.1 (1) (c), i subject to subsection (6), the notice acts as a temporary driver's licence that expires 7 days after the date it is served, and ii the driving prohibition takes effect on the expiration of the temporary driver's licence referred to in subparagraph (i), or b if the person is served with the notice of driving prohibition under section 94.1 (1) (e) or (f), the driving prohibition takes effect 7 days after the date the notice is served. 4 Despite subsection (2) (a), the last day of a driving prohibition referred to in subsection (2) must be calculated so that the 90-day period of the driving prohibition is in addition to the day on which the notice of driving prohibition under section 94.1 is served. 5 A driving prohibition referred to in subsection (2) or (3) takes effect in accordance with those subsections, as applicable, despite the fact that the person is or may be subject to another driving prohibition at the time the driving prohibition takes effect. 6 If a person is subject to another driving prohibition at the time the person is served with a notice of driving prohibition under section 94.1, the temporary driver's licence referred to in subsection (3) (a) (i) of this section is valid only on expiry of the other driving prohibition. 7 The temporary driver's licence referred to in subsection (3) (a) (i) as the licence or permit taken by the peace officer or sent to the Insurance Corporation of British Columbia under section 94.1. a is of the same class, and b is subject to all of the same restrictions and conditions""]","운전 금지 통지를 받은 즉시 효력이 발생하며, 90일 동안 차량 운전이 금지됩니다.",6
공휴일에 일하면 얼마 받아요?,"[""If employee is required to work on statutory holiday An employee who works on a statutory holiday must be paid for that day a 1 1/2 times the employee's regular wage for the time worked up to 12 hours, b double the employee's regular wage for any time worked over 12 hours, and c an average day's pay, as determined using the formula in section 45 (1).""]","공휴일에 근무한 경우 12시간까지는 시급의 1.5배, 12시간 초과분은 시급의 2배를 받으며, 여기에 평균 일당이 추가로 지급됩니다.",6
"밀린 집세 때문에 물건이 압류됐는데, 집주인이 이후에 불법으로 행동하면 어떻게 돼요?","[""Distress not unlawful because of subsequent irregularity If distress is made for rent or taxes due or for a penalty legally imposed, and any irregularity or unlawful act is afterwards done by the party distraining, or by the distraining party's agent, the distress is not unlawful, nor is the party making it a trespasser, but the party aggrieved by the unlawful act or irregularity may recover in any court of competent jurisdiction satisfaction for the special damage the aggrieved party sustains, together with the aggrieved party's costs of suit.""]",압류 자체가 적법하게 이루어졌다면 이후 절차상 위법 행위가 있더라도 압류는 무효가 되지 않습니다. 다만 위법 행위로 인한 피해에 대해서는 별도로 손해배상을 청구할 수 있습니다.,6
교통사고 보고서가 나중에 재판에서 증거로 쓰일 수 있나요?,"[""20013. No such accident report shall be used as evidence in any trial, civil or criminal, arising out of an accident, except that the department shall furnish upon demand of any person who has, or claims to have, made such a report or upon demand of any court, a certificate showing that a specified accident report has or has not been made to the department solely to prove a compliance or failure to comply with the requirement that such a report be made to the department. (Amended by Stats. 1959, Ch. 1996.)""]",교통사고 보고서는 민사 또는 형사 재판에서 증거로 사용할 수 없습니다. 다만 보고서 제출 여부를 증명하기 위한 확인서 형태로는 제출될 수 있습니다.,2
서비스 계약이 보증서랑 어떻게 달라요?,"[""(a) The Commission may prescribe by rule the manner and form in which the terms and conditions of service contracts shall be fully, clearly, and conspicuously disclosed. (b) Nothing in this chapter shall be construed to prevent a supplier or warrantor from entering into a service contract with the consumer in addition to or in lieu of a written warranty if such contract fully, clearly, and conspicuously discloses its terms and conditions in simple and readily understood language. ( Pub. L. 93–637, title I, § 106 , Jan. 4, 1975 , 88 Stat. 2188 .)""]","서비스 계약은 서면 보증서와 별도로, 또는 보증서 대신 체결할 수 있습니다. 계약 조건은 규정에 따라 명확하고 이해하기 쉬운 언어로 완전히 공개되어야 합니다.",2
미국 여권 유효기간이 얼마예요?,"[""A passport shall be valid for a period of ten years from the date of issue, except that the Secretary of State may limit the validity of a passport to a period of less than ten years in an individual case or on a general basis pursuant to regulation. (July 3, 1926, ch. 772, § 2, 44 Stat. 887 ; July 1, 1930, ch. 782, 46 Stat. 839 ; May 16, 1932, ch. 187, 47 Stat. 157 ; Pub. L. 86–267 , Sept. 14, 1959 , 73 Stat. 552 ; Pub. L. 90–428, § 1 , July 26, 1968 , 82 Stat. 446 ; Pub. L. 97–241, title I, § 116(b)(1) , Aug. 24, 1982 , 96 Stat. 279 .)""]",여권은 발급일로부터 10년간 유효합니다. 다만 국무부 장관의 결정에 따라 개인 또는 전반적인 사유로 유효기간이 10년 미만으로 제한될 수 있습니다.,2
